date,valeur
2026-02-16,122.1029
2026-02-17,122.2342
2026-02-18,122.9473
2026-02-19,122.6899
2026-02-20,123.2015
2026-02-23,122.9314
2026-02-24,123.3624
2026-02-25,124.0065
2026-02-26,123.6893
2026-02-27,123.4556
2026-03-02,122.8034
2026-03-03,121.2017
2026-03-04,122.3163
2026-03-05,121.5355
2026-03-09,120.825
2026-03-10,121.7499
2026-03-11,121.3993
2026-03-12,120.834
2026-03-13,120.6277
2026-03-16,121.2593
2026-03-17,121.3094
2026-03-18,121.2278
2026-03-19,121.0852
2026-03-20,120.86
2026-03-23,120.9727
2026-03-24,120.9522
2026-03-25,121.0936
2026-03-26,120.865
2026-03-27,120.7219
2026-03-30,120.7171
2026-03-31,120.7626
2026-04-01,121.1598
2026-04-02,120.994
2026-04-07,121.1286
2026-04-08,121.6761
2026-04-09,121.7595
2026-04-10,121.8402
2026-04-13,121.8249
2026-04-14,122.8459
2026-04-15,122.9339
2026-04-16,123.1213
2026-04-17,124.1524
2026-04-20,123.758
2026-04-21,123.4615
2026-04-22,123.7512
2026-04-23,123.956
2026-04-24,124.1498
2026-04-27,124.1909
2026-04-28,123.6093
2026-04-29,123.8707
2026-04-30,124.3212
2026-05-04,124.6062
2026-05-05,125.6339
2026-05-06,126.9016
2026-05-07,126.9241
2026-05-08,127.1677
2026-05-11,127.575
2026-05-12,126.3314
2026-05-13,127.2748
2026-05-14,127.8874
2026-05-15,126.9817
2026-05-18,126.7207
2026-05-19,126.3139
2026-05-20,127.5716
2026-05-21,127.4837
2026-05-22,128.414
2026-05-25,129.4125
2026-05-26,129.34
2026-05-27,129.2947
2026-05-28,129.6467
2026-05-29,129.7416
2026-06-01,129.9912
2026-06-02,130.5112
2026-06-03,130.3582
2026-06-04,130.1006
2026-06-05,128.8902
2026-06-08,128.8958
2026-06-09,128.1505
2026-06-10,128.129
2026-06-11,128.5558
2026-06-12,130.2139
2026-06-15,131.3307
2026-06-16,131.2273
2026-06-17,131.6427
